nombre,entradas_1/3,entradas_2/3,entradas_3/3,duelos_ganados,entradas,entradas_ganadas,bloqueos,bloqueos_tiro,bloqueos_pase,temporada,liga
sead kolašinac,23,19,2,61.2,44,32,22,9,13,2023-2024,serie-a
teun koopmeiners,12,22,5,34.0,39,24,33,3,30,2023-2024,serie-a
filip kostić,20,13,4,51.5,37,23,29,8,21,2023-2024,serie-a
christian kouamé,7,6,0,60.0,13,4,16,0,16,2023-2024,serie-a
viktor kovalenko,2,2,1,25.0,5,2,12,2,10,2023-2024,serie-a
rasmus kristensen,25,8,3,56.0,36,19,27,7,20,2023-2024,serie-a
thomas kristensen,25,10,0,63.6,35,24,29,20,9,2023-2024,serie-a
nikola krstović,3,9,5,60.0,17,6,12,4,8,2023-2024,serie-a
rade krunić,3,6,1,44.4,10,8,7,3,4,2023-2024,serie-a
marash kumbulla,2,1,0,50.0,3,2,8,6,2,2023-2024,serie-a
justin kumi,0,0,0,,0,0,0,0,0,2023-2024,serie-a
berkan kutlu,5,1,0,50.0,6,4,3,0,3,2023-2024,serie-a
khvicha kvaratskhelia,11,19,12,30.6,42,21,15,1,14,2023-2024,serie-a
giorgi kvernadze,2,0,1,100.0,3,0,1,0,1,2023-2024,serie-a
giorgos kyriakopoulos,16,3,0,45.8,19,10,18,1,17,2023-2024,serie-a
gianluca lapadula,0,0,1,10.0,1,1,2,1,1,2023-2024,serie-a
armand lauriente,8,14,9,29.5,31,20,29,4,25,2023-2024,serie-a
valentino lazaro,7,9,2,68.4,18,11,14,1,13,2023-2024,serie-a
darko lazović,11,6,9,51.6,26,16,10,1,9,2023-2024,serie-a
manuel lazzari,13,10,3,64.3,26,18,20,4,16,2023-2024,serie-a
nicola leali,0,0,0,,0,0,0,0,0,2023-2024,serie-a
rafael leão,3,8,5,61.5,16,10,15,1,14,2023-2024,serie-a
jesper lindstrøm,2,3,3,50.0,8,3,3,0,3,2023-2024,serie-a
karol linetty,9,20,1,31.0,30,21,24,8,16,2023-2024,serie-a
luca lipani,4,3,2,27.3,9,7,9,2,7,2023-2024,serie-a
pol lirola,14,15,1,48.6,30,18,12,1,11,2023-2024,serie-a
marcin listkowski,0,0,0,,0,0,0,0,0,2023-2024,serie-a
diego llorente,20,10,1,45.8,31,19,40,27,13,2023-2024,serie-a
stanislav lobotka,18,30,13,40.0,61,39,30,8,22,2023-2024,serie-a
manuel locatelli,24,35,10,53.4,69,43,43,17,26,2023-2024,serie-a
ruben loftus-cheek,7,14,7,55.6,28,18,24,12,12,2023-2024,serie-a
ademola lookman,2,11,7,36.4,20,15,19,0,19,2023-2024,serie-a
maxime lopez,5,10,3,50.0,18,9,3,1,2,2023-2024,serie-a
maxime lopez,1,1,0,50.0,2,1,1,1,0,2023-2024,serie-a
matteo lovato,5,5,0,80.0,10,7,9,5,4,2023-2024,serie-a
matteo lovato,17,8,2,66.7,27,14,14,7,7,2023-2024,serie-a
sandi lovrić,9,11,5,39.1,25,12,21,2,19,2023-2024,serie-a
lorenzo lucca,4,11,4,25.0,19,11,18,3,15,2023-2024,serie-a
jhon lucumí,31,17,0,75.0,48,29,32,17,15,2023-2024,serie-a
josé luis palomino,1,1,0,100.0,2,1,2,1,1,2023-2024,serie-a
romelu lukaku,1,2,3,50.0,6,5,7,1,6,2023-2024,serie-a
karlo lulić,0,0,0,,0,0,1,0,1,2023-2024,serie-a
sebastiano luperto,25,10,2,62.5,37,26,46,35,11,2023-2024,serie-a
mateus lusuardi,1,1,0,33.3,2,1,4,2,2,2023-2024,serie-a
zito luvumbo,5,2,2,26.7,9,6,19,0,19,2023-2024,serie-a
charalampos lykogiannis,5,4,1,50.0,10,6,15,5,10,2023-2024,serie-a
giulio maggiore,26,22,1,47.6,49,29,27,5,22,2023-2024,serie-a
giangiacomo magnani,23,10,0,60.0,33,18,50,28,22,2023-2024,serie-a
mike maignan,1,0,0,100.0,1,0,1,0,1,2023-2024,serie-a
antoine makoumbou,21,15,5,50.0,41,24,23,4,19,2023-2024,serie-a
daniel maldini,0,2,1,50.0,3,2,2,0,2,2023-2024,serie-a
daniel maldini,0,2,2,100.0,4,2,5,0,5,2023-2024,serie-a
youssef maleh,30,36,8,44.2,74,48,62,7,55,2023-2024,serie-a
ruslan malinovskyi,18,11,6,41.5,35,20,22,8,14,2023-2024,serie-a
gianluca mancini,21,11,2,40.7,34,20,38,26,12,2023-2024,serie-a
marco mancosu,0,2,1,50.0,3,0,0,0,0,2023-2024,serie-a
christos mandas,0,0,0,0.0,0,0,0,0,0,2023-2024,serie-a
rolando mandragora,8,13,5,45.5,26,11,14,3,11,2023-2024,serie-a
kostas manolas,6,3,0,75.0,9,5,10,7,3,2023-2024,serie-a
riccardo marchizza,4,3,0,23.1,7,6,10,2,8,2023-2024,serie-a
gian marco ferrari,11,11,0,66.7,22,10,28,17,11,2023-2024,serie-a
pablo marí,34,7,0,64.7,41,25,40,25,15,2023-2024,serie-a
mirko marić,2,1,1,0.0,4,0,4,0,4,2023-2024,serie-a
răzvan marin,13,23,4,65.5,40,22,16,4,12,2023-2024,serie-a
agustín martegani,7,3,3,33.3,13,7,4,1,3,2023-2024,serie-a
aarón martín,7,10,4,40.9,21,10,12,4,8,2023-2024,serie-a
tommaso martinelli,0,0,0,,0,0,0,0,0,2023-2024,serie-a
josep martinez,0,0,0,,0,0,0,0,0,2023-2024,serie-a
lautaro martínez,4,13,5,21.1,22,16,30,1,29,2023-2024,serie-a
lucas martínez quarta,43,28,4,66.7,75,47,38,14,24,2023-2024,serie-a
adam marušić,24,19,2,55.1,45,31,27,7,20,2023-2024,serie-a
adam masina,2,2,0,50.0,4,0,2,1,1,2023-2024,serie-a
adam masina,8,8,1,25.0,17,12,12,6,6,2023-2024,serie-a
alan matturro,1,0,0,100.0,1,1,6,3,3,2023-2024,serie-a
luca mazzitelli,15,24,6,53.1,45,23,23,7,16,2023-2024,serie-a
pasquale mazzocchi,14,10,1,55.2,25,19,14,6,8,2023-2024,serie-a
pasquale mazzocchi,1,2,2,66.7,5,2,5,1,4,2023-2024,serie-a
jordi mboula,1,2,1,57.1,4,4,4,1,3,2023-2024,serie-a
weston mckennie,31,11,6,63.0,48,29,28,7,21,2023-2024,serie-a
arthur melo,17,24,4,61.9,45,30,27,3,24,2023-2024,serie-a
leonardo mendicino,0,0,0,,0,0,0,0,0,2023-2024,serie-a
alex meret,1,0,0,50.0,1,0,0,0,0,2023-2024,serie-a
junior messias,19,5,2,42.1,26,20,9,1,8,2023-2024,serie-a
nikola milenković,24,14,3,61.1,41,21,22,14,8,2023-2024,serie-a
arkadiusz milik,2,5,2,60.0,9,5,7,1,6,2023-2024,serie-a
vanja milinković-savić,1,0,0,100.0,1,0,0,0,0,2023-2024,serie-a
yerry mina,1,0,0,50.0,1,1,0,0,0,2023-2024,serie-a
yerry mina,14,6,0,68.4,20,13,23,14,9,2023-2024,serie-a
aleksei miranchuk,6,4,2,38.5,12,6,6,1,5,2023-2024,serie-a
kevin miranda,0,0,0,,0,0,0,0,0,2023-2024,serie-a
antonio mirante,0,0,0,,0,0,0,0,0,2023-2024,serie-a
fabio miretti,6,8,4,38.5,18,14,10,1,9,2023-2024,serie-a
filippo missori,2,4,0,36.4,6,3,3,2,1,2023-2024,serie-a
stefan mitrović,0,5,1,40.0,6,3,6,1,5,2023-2024,serie-a
henrikh mkhitaryan,18,35,9,49.0,62,34,23,4,19,2023-2024,serie-a
ilario monterisi,14,7,2,46.2,23,13,22,18,4,2023-2024,serie-a
lorenzo montipò,1,0,0,33.3,1,1,0,0,0,2023-2024,serie-a
nikola moro,8,12,1,53.3,21,16,14,1,13,2023-2024,serie-a
dany mota,2,5,6,47.1,13,7,4,1,3,2023-2024,serie-a
samuele mulattieri,0,0,1,50.0,1,1,7,2,5,2023-2024,serie-a
luis muriel,0,2,1,100.0,3,2,4,0,4,2023-2024,serie-a
yunus musah,15,6,4,53.3,25,14,18,4,14,2023-2024,serie-a
juan musso,1,0,0,100.0,1,0,0,0,0,2023-2024,serie-a
kingstone mutandwa,1,0,0,25.0,1,0,1,0,1,2023-2024,serie-a
obite n'dicka,12,19,1,60.0,32,18,30,16,14,2023-2024,serie-a
nahitan nández,27,23,9,42.2,59,40,25,2,23,2023-2024,serie-a
natan,10,3,1,50.0,14,10,12,9,3,2023-2024,serie-a
lapo nava,0,0,0,,0,0,0,0,0,2023-2024,serie-a
michel ndary adopo,0,3,1,100.0,4,3,0,0,0,2023-2024,serie-a
dan ndoye,17,11,2,43.6,30,15,20,1,19,2023-2024,serie-a
cyril ngonge,5,3,6,35.7,14,9,7,1,6,2023-2024,serie-a
cyril ngonge,1,4,0,100.0,5,3,2,0,2,2023-2024,serie-a
m'baye niang,0,1,2,0.0,3,1,7,1,6,2023-2024,serie-a
hans nicolussi caviglia,1,3,1,66.7,5,2,5,1,4,2023-2024,serie-a
joseph nonge,0,0,0,,0,0,0,0,0,2023-2024,serie-a
tijjani noslin,5,7,6,37.5,18,8,17,2,15,2023-2024,serie-a
simeon nwankwo,0,2,4,33.3,6,3,7,0,7,2023-2024,serie-a
m'bala nzola,1,4,6,85.7,11,8,10,1,9,2023-2024,serie-a
adam obert,8,8,1,47.1,17,9,13,7,6,2023-2024,serie-a
pedro obiang,3,4,1,20.0,8,4,6,4,2,2023-2024,serie-a
guillermo ochoa,0,0,0,0.0,0,0,0,0,0,2023-2024,serie-a
jens odgaard,1,1,2,33.3,4,4,9,0,9,2023-2024,serie-a
noah okafor,1,4,1,30.0,6,4,8,1,7,2023-2024,serie-a
david okereke,1,1,1,0.0,3,1,2,0,2,2023-2024,serie-a
caleb okoli,33,22,1,65.9,56,34,48,32,16,2023-2024,serie-a
maduka okoye,0,0,0,,0,0,0,0,0,2023-2024,serie-a
mathías olivera,29,15,6,59.0,50,29,35,6,29,2023-2024,serie-a
gaetano oristanio,5,14,1,29.4,20,10,11,0,11,2023-2024,serie-a
riccardo orsolini,13,4,6,30.0,23,14,25,3,22,2023-2024,serie-a
victor osimhen,0,4,5,50.0,9,5,5,1,4,2023-2024,serie-a
remi oudin,12,12,2,63.2,26,14,13,1,12,2023-2024,serie-a
anthony oyono,21,14,2,67.6,37,26,17,3,14,2023-2024,serie-a
simone pafundi,0,0,0,,0,0,0,0,0,2023-2024,serie-a
riccardo pagano,1,1,0,0.0,2,2,3,2,1,2023-2024,serie-a
christos papadopoulos,0,0,0,0.0,0,0,0,0,0,2023-2024,serie-a
leandro paredes,30,22,5,42.9,57,36,26,7,19,2023-2024,serie-a
fabiano parisi,11,12,7,57.7,30,15,21,5,16,2023-2024,serie-a
mario pašalić,9,18,1,45.2,28,17,29,6,23,2023-2024,serie-a
triantafyllos pasaridīs,9,2,0,64.3,11,7,7,3,4,2023-2024,serie-a
patric,10,3,0,44.4,13,8,15,9,6,2023-2024,serie-a
rui patrício,0,0,0,0.0,0,0,1,0,1,2023-2024,serie-a
benjamin pavard,21,11,2,83.3,34,21,25,15,10,2023-2024,serie-a
leonardo pavoletti,0,0,1,0.0,1,1,2,1,1,2023-2024,serie-a
martín payero,28,19,7,41.3,54,32,25,7,18,2023-2024,serie-a
marcus pedersen,25,5,6,84.0,36,24,19,5,14,2023-2024,serie-a
pedro,5,7,4,25.0,16,12,16,2,14,2023-2024,serie-a
pietro pellegri,1,4,0,20.0,5,1,4,1,3,2023-2024,serie-a
lorenzo pellegrini,14,16,5,33.3,35,20,28,5,23,2023-2024,serie-a
luca pellegrini,7,10,1,52.9,18,13,7,3,4,2023-2024,serie-a
marco pellegrino,4,3,1,50.0,8,6,11,6,5,2023-2024,serie-a
marco pellegrino,0,0,1,0.0,1,1,1,1,0,2023-2024,serie-a
pepín,1,4,1,50.0,6,1,5,2,3,2023-2024,serie-a
pedro pereira,14,4,1,52.9,19,13,15,2,13,2023-2024,serie-a
roberto pereyra,11,5,3,37.9,19,9,20,4,16,2023-2024,serie-a
nehuén pérez,42,28,2,81.3,72,48,53,26,27,2023-2024,serie-a
simone perilli,0,0,0,,0,0,0,0,0,2023-2024,serie-a
mattia perin,0,0,0,,0,0,0,0,0,2023-2024,serie-a
samuele perisan,0,0,0,,0,0,0,0,0,2023-2024,serie-a
matteo pessina,20,20,4,46.9,44,25,29,11,18,2023-2024,serie-a
andrea petagna,1,0,3,50.0,4,2,6,3,3,2023-2024,serie-a
giuseppe pezzella,19,5,1,71.4,25,14,17,6,11,2023-2024,serie-a
roberto piccoli,0,0,1,100.0,1,1,0,0,0,2023-2024,serie-a
roberto piccoli,3,5,2,25.0,10,6,17,1,16,2023-2024,serie-a
santiago pierotti,2,5,1,25.0,8,8,5,0,5,2023-2024,serie-a
niccolò pierozzi,13,4,0,50.0,17,11,24,7,17,2023-2024,serie-a
andrea pinamonti,1,6,6,22.7,13,8,19,2,17,2023-2024,serie-a
carlo pinsoglio,0,0,0,,0,0,0,0,0,2023-2024,serie-a
lorenzo pirola,25,14,0,53.6,39,23,46,30,16,2023-2024,serie-a
niccolò pisilli,0,0,0,,0,0,0,0,0,2023-2024,serie-a
tommaso pobega,11,5,0,46.2,16,9,10,2,8,2023-2024,serie-a
paul pogba,0,1,0,100.0,1,1,0,0,0,2023-2024,serie-a
matteo politano,8,7,4,32.4,19,8,9,1,8,2023-2024,serie-a
marin pongračić,22,20,1,76.0,43,30,37,26,11,2023-2024,serie-a
stefan posch,35,38,4,55.7,77,46,27,8,19,2023-2024,serie-a
matteo prati,15,27,3,61.9,45,25,29,6,23,2023-2024,serie-a
ivan provedel,1,0,0,33.3,1,0,0,0,0,2023-2024,serie-a
christian pulisic,14,11,10,56.7,35,26,20,1,19,2023-2024,serie-a
george pușcaș,0,0,0,0.0,0,0,1,0,1,2023-2024,serie-a
domingos quina,1,0,0,,1,1,0,0,0,2023-2024,serie-a
adrien rabiot,22,30,6,66.7,58,39,26,6,20,2023-2024,serie-a
uroš račić,6,4,0,0.0,10,4,16,7,9,2023-2024,serie-a
nemanja radonjić,0,0,1,33.3,1,1,3,0,3,2023-2024,serie-a
boris radunović,0,0,0,,0,0,0,0,0,2023-2024,serie-a
hamza rafia,13,27,4,43.3,44,31,27,1,26,2023-2024,serie-a
ylber ramadani,32,29,7,38.5,68,41,54,13,41,2023-2024,serie-a
luca ranieri,11,1,2,61.5,14,10,25,11,14,2023-2024,serie-a
filippo ranocchia,7,9,0,43.8,16,11,9,1,8,2023-2024,serie-a
giacomo raspadori,6,10,5,40.0,21,10,15,1,14,2023-2024,serie-a
federico ravaglia,0,0,0,,0,0,0,0,0,2023-2024,serie-a
tijjani reijnders,10,31,5,48.8,46,25,26,8,18,2023-2024,serie-a
reinier,6,12,3,29.4,21,10,24,4,20,2023-2024,serie-a
mateo retegui,7,8,2,30.0,17,9,18,2,16,2023-2024,serie-a
samuele ricci,17,12,4,65.2,33,18,21,3,18,2023-2024,serie-a
ricardo rodríguez,21,22,2,62.2,45,26,22,9,13,2023-2024,serie-a
alessio romagnoli,14,11,0,66.7,25,18,29,17,12,2023-2024,serie-a
simone romagnoli,23,11,1,75.0,35,15,51,36,15,2023-2024,serie-a
luka romero,0,0,0,0.0,0,0,2,0,2,2023-2024,serie-a
marten de roon,36,32,12,42.7,80,43,36,10,26,2023-2024,serie-a
francesco rossi,0,0,0,,0,0,0,0,0,2023-2024,serie-a
nicolò rovella,25,17,4,44.4,46,28,27,6,21,2023-2024,serie-a
amir rrahmani,17,14,2,50.0,33,27,24,10,14,2023-2024,serie-a
ruan,11,10,4,55.6,25,15,18,15,3,2023-2024,serie-a
daniele rugani,7,3,1,80.0,11,9,11,4,7,2023-2024,serie-a
matteo ruggeri,14,7,8,53.3,29,15,46,4,42,2023-2024,serie-a
mário rui,17,5,5,66.7,27,15,17,2,15,2023-2024,serie-a
stefano sabelli,28,19,3,32.6,50,24,27,6,21,2023-2024,serie-a
alexis saelemaekers,13,14,5,44.4,32,22,13,1,12,2023-2024,serie-a
lazar samardzic,18,18,4,41.0,40,19,26,6,20,2023-2024,serie-a
junior sambia,8,1,3,54.5,12,5,15,7,8,2023-2024,serie-a
antonio sanabria,5,9,4,44.4,18,15,7,1,6,2023-2024,serie-a
renato sanches,1,1,0,66.7,2,1,2,0,2,2023-2024,serie-a
alexis sánchez,0,5,2,25.0,7,6,4,1,3,2023-2024,serie-a
alex sandro,7,6,0,80.0,13,7,13,7,6,2023-2024,serie-a
nicola sansone,6,2,3,31.3,11,6,7,1,6,2023-2024,serie-a
riccardo saponara,2,0,1,14.3,3,1,4,0,4,2023-2024,serie-a
zanos savva,0,1,0,33.3,1,1,0,0,0,2023-2024,serie-a
saba sazonov,4,5,0,100.0,9,7,8,5,3,2023-2024,serie-a
giorgio scalvini,29,19,5,47.5,53,33,44,17,27,2023-2024,serie-a
gianluca scamacca,4,5,6,50.0,15,9,7,1,6,2023-2024,serie-a
perr schuurs,11,8,1,33.3,20,12,10,2,8,2023-2024,serie-a
simone scuffet,1,0,0,50.0,1,0,1,0,1,2023-2024,serie-a
demba seck,1,4,0,75.0,5,3,1,0,1,2023-2024,serie-a
demba seck,2,3,2,80.0,7,4,3,0,3,2023-2024,serie-a
nikola sekulov,0,0,0,,0,0,0,0,0,2023-2024,serie-a
vivaldo semedo,0,0,0,,0,0,0,0,0,2023-2024,serie-a
stefano sensi,0,1,0,33.3,1,1,1,0,1,2023-2024,serie-a
suat serdar,24,23,4,48.9,51,39,29,7,22,2023-2024,serie-a
andres sfait,1,0,0,50.0,1,1,0,0,0,2023-2024,serie-a
stephan el shaarawy,14,4,3,40.0,21,13,11,4,7,2023-2024,serie-a
eldor shomurodov,2,6,3,60.0,11,4,5,0,5,2023-2024,serie-a
steven shpendi,0,0,0,0.0,0,0,2,1,1,2023-2024,serie-a
marco silvestri,0,0,0,0.0,0,0,1,0,1,2023-2024,serie-a
giovanni simeone,1,3,8,25.0,12,4,11,0,11,2023-2024,serie-a
jan-carlo simic,1,0,0,,1,1,5,4,1,2023-2024,serie-a
leo skiri østigård,13,10,1,54.5,24,12,18,12,6,2023-2024,serie-a
łukasz skorupski,2,0,0,66.7,2,2,0,0,0,2023-2024,serie-a
chris smalling,1,0,0,25.0,1,1,6,5,1,2023-2024,serie-a
andrea sodero,0,0,0,,0,0,0,0,0,2023-2024,serie-a
ola solbakken,0,0,0,,0,0,0,0,0,2023-2024,serie-a
daniele sommariva,0,0,0,,0,0,0,0,0,2023-2024,serie-a
yann sommer,2,0,0,100.0,2,1,1,0,1,2023-2024,serie-a
brandon soppy,1,1,0,33.3,2,2,2,0,2,2023-2024,serie-a
alessandro sorrentino,0,0,0,,0,0,0,0,0,2023-2024,serie-a
riccardo sottil,5,1,4,37.5,10,5,12,0,12,2023-2024,serie-a
matìas soulé,12,14,15,47.5,41,27,38,4,34,2023-2024,serie-a
djed spence,12,4,0,80.0,16,10,20,5,15,2023-2024,serie-a
leonardo spinazzola,10,5,0,44.4,15,7,8,2,6,2023-2024,serie-a
marco sportiello,0,0,0,,0,0,0,0,0,2023-2024,serie-a
trivante stewart,0,0,0,,0,0,1,0,1,2023-2024,serie-a
gabriel strefezza,8,7,9,70.0,24,17,17,0,17,2023-2024,serie-a
kevin strootman,13,18,3,48.4,34,19,20,6,14,2023-2024,serie-a
isaac success,0,5,1,33.3,6,4,6,1,5,2023-2024,serie-a
ibrahim sulemana,15,15,6,63.0,36,14,24,5,19,2023-2024,serie-a
tomáš suslov,11,22,9,31.9,42,30,15,0,15,2023-2024,serie-a
mile svilar,0,0,0,,0,0,0,0,0,2023-2024,serie-a
karol świderski,1,3,3,66.7,7,3,6,4,2,2023-2024,serie-a
wojciech szczęsny,0,0,0,,0,0,0,0,0,2023-2024,serie-a
przemysław szymiński,0,0,0,,0,0,1,1,0,2023-2024,serie-a
adrien tameze,13,18,4,48.6,35,16,24,11,13,2023-2024,serie-a
elayis tavsan,0,0,0,0.0,0,0,0,0,0,2023-2024,serie-a
loum tchaouna,5,13,2,50.0,20,10,20,1,19,2023-2024,serie-a
jackson tchatchoua,25,12,2,47.9,39,26,17,7,10,2023-2024,serie-a
filippo terracciano,23,6,1,54.8,30,19,24,6,18,2023-2024,serie-a
filippo terracciano,1,1,0,33.3,2,2,3,0,3,2023-2024,serie-a
pietro terracciano,1,0,0,33.3,1,1,1,0,1,2023-2024,serie-a
florian thauvin,2,4,1,30.8,7,4,9,1,8,2023-2024,serie-a
malick thiaw,15,17,2,48.0,34,17,23,13,10,2023-2024,serie-a
morten thorsby,9,8,2,50.0,19,11,21,5,16,2023-2024,serie-a
kristian thorstvedt,7,28,5,50.0,40,22,25,9,16,2023-2024,serie-a
marcus thuram,9,9,5,30.8,23,15,26,3,23,2023-2024,serie-a
antonio tikvić,0,0,0,,0,0,0,0,0,2023-2024,serie-a
jeremy toljan,8,4,1,60.0,13,10,17,5,12,2023-2024,serie-a
rafael tolói,7,8,5,51.9,20,9,9,4,5,2023-2024,serie-a
fikayo tomori,29,10,3,62.1,42,24,34,23,11,2023-2024,serie-a
ahmed touba,3,3,0,75.0,6,4,4,3,1,2023-2024,serie-a
chaka traorè,2,0,0,50.0,2,1,1,1,0,2023-2024,serie-a
stefano turati,0,0,0,,0,0,0,0,0,2023-2024,serie-a
kacper urbanski,5,10,1,46.2,16,10,15,1,14,2023-2024,serie-a
emanuele valeri,10,5,4,47.6,19,16,14,3,11,2023-2024,serie-a
johan vásquez,38,11,2,64.0,51,33,50,26,24,2023-2024,serie-a
matías vecino,12,20,0,64.5,32,17,17,5,12,2023-2024,serie-a
lorenzo venuti,5,1,0,60.0,6,4,4,3,1,2023-2024,serie-a
simone verdi,0,0,0,,0,0,0,0,0,2023-2024,serie-a
emanuel vignato,4,5,1,83.3,10,7,1,0,1,2023-2024,serie-a
samuele vignato,2,3,1,66.7,6,4,2,0,2,2023-2024,serie-a
matías viña,22,7,5,55.6,34,21,12,2,10,2023-2024,serie-a
rúben vinagre,1,1,2,75.0,4,2,6,3,3,2023-2024,serie-a
nicolas viola,2,8,3,41.2,13,9,9,0,9,2023-2024,serie-a
mattia viti,14,7,3,45.5,24,15,20,10,10,2023-2024,serie-a
vitinha,1,0,1,50.0,2,2,2,0,2,2023-2024,serie-a
dušan vlahović,0,6,3,36.4,9,5,4,2,2,2023-2024,serie-a
nikola vlašić,6,14,8,13.3,28,16,26,7,19,2023-2024,serie-a
alessandro vogliacco,14,8,1,80.0,23,15,16,10,6,2023-2024,serie-a
mërgim vojvoda,7,6,4,68.8,17,8,12,2,10,2023-2024,serie-a
cristian volpato,9,6,1,36.0,16,8,7,0,7,2023-2024,serie-a
stefan de vrij,13,4,1,53.3,18,13,22,10,12,2023-2024,serie-a
walace,40,26,0,46.8,66,43,43,6,37,2023-2024,serie-a
sebastian walukiewicz,33,6,0,68.3,39,28,50,31,19,2023-2024,serie-a
timothy weah,16,8,3,75.0,27,20,12,1,11,2023-2024,serie-a
shon weissman,2,0,2,0.0,4,3,2,1,1,2023-2024,serie-a
mateusz wieteska,9,3,2,30.0,14,11,10,5,5,2023-2024,serie-a
kenan yıldız,5,6,2,50.0,13,9,6,0,6,2023-2024,serie-a
mattia zaccagni,11,15,1,42.9,27,16,26,2,24,2023-2024,serie-a
nicola zalewski,10,9,1,36.4,20,14,12,4,8,2023-2024,serie-a
andre-frank zambo anguissa,21,29,11,49.3,61,33,40,5,35,2023-2024,serie-a
alessandro zanoli,9,7,0,58.3,16,13,10,2,8,2023-2024,serie-a
alessandro zanoli,1,0,0,,1,1,0,0,0,2023-2024,serie-a
duván zapata,9,2,7,25.0,18,7,20,6,14,2023-2024,serie-a
duván zapata,0,0,0,0.0,0,0,0,0,0,2023-2024,serie-a
gabriele zappa,29,16,9,70.7,54,31,29,5,24,2023-2024,serie-a
davide zappacosta,15,10,5,47.1,30,20,29,4,25,2023-2024,serie-a
oier zarraga,2,1,0,20.0,3,3,5,2,3,2023-2024,serie-a
jordan zemura,13,7,4,57.9,24,16,5,1,4,2023-2024,serie-a
alessio zerbin,13,2,3,30.8,18,10,16,3,13,2023-2024,serie-a
alessio zerbin,1,3,1,28.6,5,2,1,0,1,2023-2024,serie-a
kevin zeroli,1,0,0,,1,1,1,0,1,2023-2024,serie-a
piotr zieliński,6,13,4,50.0,23,15,12,1,11,2023-2024,serie-a
david zima,1,0,0,,1,1,0,0,0,2023-2024,serie-a
joshua zirkzee,8,15,9,54.2,32,20,25,2,23,2023-2024,serie-a
nadir zortea,8,13,0,45.5,21,14,13,5,8,2023-2024,serie-a
nadir zortea,3,1,1,25.0,5,4,2,0,2,2023-2024,serie-a
szymon żurkowski,5,8,2,33.3,15,6,5,1,4,2023-2024,serie-a
milan đurić,0,0,1,0.0,1,0,0,0,0,2023-2024,serie-a
milan đurić,0,5,0,50.0,5,5,6,2,4,2023-2024,serie-a
mateusz łęgowski,8,12,3,42.3,23,12,13,2,11,2023-2024,serie-a
james abankwah,4,0,0,66.7,4,2,2,1,1,2024-2025,serie-a
saud abdulhamid,2,0,1,100.0,3,2,2,0,2,2024-2025,serie-a
oliver abildgaard,0,0,0,,0,0,1,0,1,2024-2025,serie-a
tammy abraham,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
tammy abraham,2,10,5,75.0,17,11,13,0,13,2024-2025,serie-a
federico accornero,0,0,0,,0,0,0,0,0,2024-2025,serie-a
francesco acerbi,16,7,0,64.7,23,19,22,16,6,2024-2025,serie-a
che adams,2,4,6,14.3,12,6,13,6,7,2024-2025,serie-a
yacine adli,11,16,5,43.6,32,19,13,1,12,2024-2025,serie-a
vasilije adžić,0,1,1,0.0,2,2,0,0,0,2024-2025,serie-a
michel aebischer,8,7,3,71.4,18,13,4,1,3,2024-2025,serie-a
honest ahanor,2,3,2,70.0,7,5,4,0,4,2024-2025,serie-a
junior ajayi,0,0,0,,0,0,0,0,0,2024-2025,serie-a
jean-daniel akpa-akpro,15,14,1,42.9,30,18,19,6,13,2024-2025,serie-a
david akpan ankeye,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
faride alidou,0,0,0,,0,0,1,0,1,2024-2025,serie-a
dele alli,0,0,0,,0,0,0,0,0,2024-2025,serie-a
pontus almqvist,7,7,3,47.1,17,13,13,0,13,2024-2025,serie-a
giorgio altare,8,3,2,53.3,13,12,21,11,10,2024-2025,serie-a
sofyan amrabat,1,2,0,100.0,3,2,1,1,0,2024-2025,serie-a
angeliño,20,24,2,50.0,46,24,33,9,24,2024-2025,serie-a
lorenzo anghelè,0,0,0,,0,0,0,0,0,2024-2025,serie-a
faustino anjorin,9,14,6,50.0,29,13,18,3,15,2024-2025,serie-a
marko arnautović,1,3,3,60.0,7,5,3,0,3,2024-2025,serie-a
kristjan asllani,8,4,2,36.4,14,3,8,1,7,2024-2025,serie-a
arthur atta,9,10,1,66.7,20,12,9,5,4,2024-2025,serie-a
emil audero,0,0,0,0.0,0,0,0,0,0,2024-2025,serie-a
tommaso augello,28,17,4,69.8,49,28,23,8,15,2024-2025,serie-a
carlos augusto,12,11,6,63.2,29,14,21,9,12,2024-2025,serie-a
yann aurel bisseck,11,4,2,68.8,17,11,23,12,11,2024-2025,serie-a
paulo azzi,3,6,2,55.6,11,9,5,2,3,2024-2025,serie-a
oussama el azzouzi,0,0,0,,0,0,0,0,0,2024-2025,serie-a
jacopo bacci,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
milan badelj,14,10,5,42.9,29,16,19,7,12,2024-2025,serie-a
mitchel bakker,1,0,0,100.0,1,0,0,0,0,2024-2025,serie-a
tommaso baldanzi,5,4,3,33.3,12,4,4,0,4,2024-2025,serie-a
keita baldé,0,1,0,50.0,1,1,4,0,4,2024-2025,serie-a
botond balogh,22,13,1,71.4,36,16,34,26,8,2024-2025,serie-a
mario balotelli,0,0,0,,0,0,0,0,0,2024-2025,serie-a
